title;image_link;first_name;last_name;infix;publication_year;audiobook;pages;blurb;summary;themes;reading_level;recommendation_text;review_text;review_link;secondary_literature_text;secondary_literature_link
Slaap zacht, Johnny Idaho;https://media.s-bol.com/mYDGWOp7KPJ9/136x210.jpg;Auke;Hulst;;2015;;380;"Een verhaal uit de nabije toekomst over Walter Gerson, een topman uit de financiële wereld die een jonge Japanse wetenschapster vorstelijk betaalt om een middel te ontwikkelen dat hem onsterfelijk kan maken. En dan is er ook nog een jongen, ene Johnny, die grote risico's loopt om, ja wat wil hij eigenlijk koste wat kost bereiken?! 

";"Drie personen staan centraal: een oude, vermoeide topindustrieel, de Nederlander Willem Gerson, de jonge Japanse wetenschapster Hatsu, en de nog jongere Johnny Idaho. Gerson weet dat hij niet lang meer te leven heeft maar wil niet dood; hij betaalt Hatsu om in zijn laboratorium het middel te ontwikkelen dat mensen onsterfelijk kan maken. Johnny heeft een tijdje in de woestijn gewoond maar heeft een missie: hij neemt grote risico""s, heeft er van alles voor over om iemand te ontmoeten die hij een heel belangrijke vraag wil stellen, een vraag over leven en dood.";"""andere-plaatsen-andere-tijden"",""de-adolescent"",""eenzaamheid"",""liefde"",""misdaad"",""ouders-en-kinderen"",""rebellie"",""ziekte-en-dood""";3;;;;;
Dat beloof ik;https://media.s-bol.com/3vpGz1BxZk84/QMEvk7/132x210.jpg;Roxane;Iperen;;2023;;384;De twaalfjarige M. groeit op in twee werelden. Thuis is er chaos en geweld, op school past ze zich geruisloos aan. Haar ouders zijn continu op de vlucht – voor de buitenwereld, elkaar, hun eigen demonen – en sleuren M. mee, van dorp naar dorp, van school naar school.;De twaalfjarige M. groeit op in twee werelden. Thuis is er chaos en geweld, op school past ze zich geruisloos aan. Haar ouders zijn continu op de vlucht – voor de buitenwereld, elkaar, hun eigen demonen – en sleuren M. mee, van dorp naar dorp, van school naar school. Ze zoekt haar heil in de natuur en bij andere buitenstaanders – de bewoners van een vakantiepark, de reizigers in een woonwagenkamp, een groep kunstenaar in het bos. Maar nergens krijgt ze de kans om wortel te schieten, of, belangrijker nog: om met iemand een gedeeld verleden op te bouwen. Voor iedereen is ze slechts een voorbijganger. En als er niemand getuige is van je leven, besta je dan wel? Dat beloof ik is het verhaal van een meisje dat alles in haar jonge leven moet bevechten om overeind te blijven. En uiteindelijk voor een onmogelijke keuze komt te staan.;;3;;;;;
t Hooge Nest;https://media.s-bol.com/q9yYg5GBAqy3/yR60Xz/132x210.jpg;Roxane;Iperen;van;2018;;364;"Dit waargebeurde verhaal vertelt over twee Joodse zussen die in de Tweede Wereldoorlog een verzetsnetwerk opzetten, en een groot aantal mensen de mogelijkheid bieden om onder te duiken, om te ontsnappen aan de dood in het concentratiekamp.

";"Janny Brilleslijper is al in de Spaanse Burgeroorlog, vanaf 1936, tegen het fascisme (in de persoon van generaal Franco) actief in het communistisch verzet, en zet dat voort, samen met haar zus Lien, als de Duitsers in mei 1940 Nederland binnenvallen. Ze creëren in een afgelegen villa in ""t Gooi een opvanghuis voor onderduikers en plegen op allerlei manieren verzet tegen de bezetters. Maar voortdurend is er de dreiging van ontdekking, van verraad. En ze hebben al snel door dat ze dan in een concentratiekamp terecht zullen komen, met een hoogst onzekere afloop. Dit verhaal is volledig gebaseerd op de werkelijkheid.";"""andere-plaatsen-andere-tijden"",""liefde"",""oorlog"",""ouders-en-kinderen"",""rebellie"",""ziekte-en-dood"",""familie"",""berust-op-werkelijkheid""";3;;;;;
Wees onzichtbaar;https://media.s-bol.com/qrN5JnEPoGOD/9kxjNJ/138x210.jpg;Murat;Isik;;2017;;597;"Een jongen van vijf wordt in de Bijlmermeer herenigd met zijn Turkse vader; die heerst als een despoot over vrouw en kinderen, maar langzaam durven die de machtsstrijd aan met hun gewelddadige overheerser.";Metin is vijf als hij met zijn moeder en zus naar Nederland komt, en herenigd wordt met zijn vooruit gereisde vader. Die oefent een waar schrikbewind uit over zijn vrouw en kinderen, is voortdurend alleen bezorgd om zijn eigen welzijn. De moeder en de kinderen doen alles om zijn agressie binnen de perken te houden. Maar als de kinderen groter worden en de moeder iets meer zelfvertrouwen krijgt, ontbrandt er een machtsstrijd, in een Bijlmer waar de woonsituatie er sowieso al niet op vooruitgaat. Het is geen omgeving voor tere zielen!.;"""andere-plaatsen-andere-tijden"",""de-adolescent"",""ouders-en-kinderen"",""rebellie"",""school"",""familie"",""berust-op-werkelijkheid""";3;Meneer Govers over dit boek: 'Een Turks jongetje komt met zijn gezin naar Nederland. Zijn vader is agressief en bepaalt de sfeer in huis. Langzaamaan veranderen de rollen en nemen Metim en zijn moeder het ‘stuur’ over. Een ontroerend, mooi geschreven boek.';;https://www.volkskrant.nl/cultuur-media/wees-onzichtbaar-van-schrijver-murat-isik-verdient-groter-publiek-en-krijgt-dus-de-nederlandse-boekhandelsprijs~b243f93e/;;
Mijn moeders strijd;https://media.s-bol.com/kR99r8qKRkrX/132x210.jpg;Murat;Isik;;2020;;119;In Mijn moeders strijd beschrijft Murat Isik de onvermoede emancipatiestrijd van zijn moeder Aynur, die geboren wordt in een conservatief dorp in Oost-Turkije en opgroeit in de kuststad Izmir.;"In Mijn moeders strijd beschrijft Murat Isik de onvermoede emancipatiestrijd van zijn moeder Aynur, die geboren wordt in een conservatief dorp in Oost-Turkije en opgroeit in de kuststad Izmir. Ze verzet zich tegen haar achtergestelde positie als vrouw en probeert de regie over haar leven in eigen hand te nemen.

Hoe moeilijk dat is, blijkt wanneer haar broer haar eerst zonder overleg tewerkstelt als huishoudelijke hulp en haar daarna tegen haar wil probeert uit te huwelijken. Aynur komt in opstand en trouwt een man met wie ze wél een toekomst voor zich ziet, maar het wordt een moeizaam huwelijk.

Begin jaren tachtig komt ze met haar gezin terecht in de Amsterdamse Bijlmer, waar ze sociaal geïsoleerd raakt. Tegen de verwachtingen in besluit Aynur zich te emanciperen, waardoor ze zich van de vrouwen in haar omgeving onderscheidt. Waarom deed ze dat en welke obstakels moest ze daarbij overwinnen?";;1;Mevrouw Groen over dit boek: 'Ode aan zijn moeder. Begin jaren tachtig komt het gezin terecht in de Amsterdamse Bijlmer, Aynur raakt geïsoleerd. Tegen alle verwachtingen in gaat ze zich emanciperen waardoor ze zich van de vrouwen uit haar omgeving onderscheidt. Waarom deed zij dat?';;;;
Verloren grond;https://media.s-bol.com/VQnD683RXw65/138x210.jpg;Murat;Isik;;2012;;376;Verloren grond is de debuutroman van Murat Isik, een epische roman over een gezin dat deels door het lot, deels door eigen toedoen uiteen wordt geslagen. Winnaar van de Bronzen Uil Publieksprijs.;"Verloren grond, losjes geïnspireerd op de familiegeschiedenis van Murat Isik zelf, is een epische roman over een gezin dat deels door het lot, deels door eigen toedoen uiteen wordt geslagen. Een aangrijpend vader-zoonverhaal over vriendschap, verlies en hoop. Voor Verloren grond kreeg Isik de Bronzen Uil Publieksprijs. Het boek werd vertaald in het Duits, Zweeds en Turks.

Oost-Turkije, jaren zestig. De dertienjarige Mehmet groeit op in een dorp dat ooit door de Armenen werd gesticht. Zijn zachtaardige vader, die in de Eerste Wereldoorlog bijna zijn hele familie verloor, is een geliefd verhalenverteller, zijn moeder een krachtige vrouw die door iedereen gevreesd wordt vanwege haar scherpe tong. Samen met Mehmets broer en zusje vormen ze een hecht gezin. Maar daar komt abrupt verandering in als zijn vader een ongeluk krijgt met tragische gevolgen.

'Een on-Nederlandse debuutroman. Goed geschreven, krachtig en meeslepend, en zo totaal anders dan het gemiddelde in zichzelf gekeerde debuut dat je vergeet dat je een eersteling hebt gelezen.' – Het Parool
";;3;;;;;
Wat stilte wil;https://media.s-bol.com/E1WAY9B9lgX4/nxKR2rW/131x210.jpg;Arthur;Japin;;2022;;322;De ambitie van een jonge vrouw om zangeres te worden, wordt - het is het einde van de negentiende eeuw - van alle kanten tegengewerkt.;"Anna Witsen, lid van een artistieke familie aan het einde van de negentiende eeuw, beschikt over een prachtige stem, en wil niets liever dan het concertpodium op. Maar een vrouw die optreedt, dat is ongehoord, onfatsoenlijk. Haar ambitie levert grote spanningen op in haar familie, al wordt ze gesteund door de vrienden van haar broer, de mannen die nu bekend staan als de Tachtigers: Willem Kloos, Jacques Perk, etc..
";"""andere-plaatsen-andere-tijden"", ""De-adolescent"", ""Eenzaamheid"", ""Kunst-en-kunstenaar"", ""liefde"", ""Ouders-en-kinderen"", ""Psychische-gestoordheid"", ""ziekte-en-dood"", ""vrouwenstrijd"", ""Berust-op-werkelijkheid""";3;;;;;
Mrs. Degas;https://media.s-bol.com/BRwQoOKwq2gx/Q0MDDR9/132x210.jpg;Arthur;Japin;;2020;;290;De beroemde Franse schilder Degas, oud en blind geworden, moet verhuizen en krijgt daarbij hulp van een jonge vrouw, met een geheime agenda..;Als de beroemde Franse schilder Edgar Degas, blind en bejaard, zijn met kunstwerken en oude spullen volgestouwde huis moet leegmaken voor zijn verhuizing, komt een jonge vrouw hem helpen. Tijdens het ordenen van alles wat ze tegenkomt, weet ze de oude man aan het praten te krijgen over zijn verleden, zijn familie, zijn grote liefde. Langzaam wordt duidelijk dat ze met een weloverwogen plan naar Degas is gestuurd..;"""kunst-en-kunstenaar"", ""liefde"", ""ouders-en-kinderen"", ""ziekte-en-dood"", ""familie"", ""berust-op-werkelijkheid""";4;;;;;
Maar buiten is het feest;https://media.s-bol.com/qZ5yGz446nXp/132x210.jpg;Arthur;Japin;;2012;;312;Een vrouw die zelf ook het slachtoffer is geworden van incest door haar stiefvader, probeert te voorkomen dat deze man het kind gaat opvoeden dat hij bij haar oudste zus heeft verwekt.;Een vrouw zet haar man uit huis na overspel en krijgt dan een relatie met een fotograaf die al snel de drie dochters van de vrouw dwingt tot seksuele handelingen. Dat gaat door tot de oudste, Laura, zwanger het huis ontvlucht. Zonne, de tweede dochter, beschikt over een groot zangtalent en weet daardoor zelfstandigheid te verwerven. Als de stiefvader, nadat Laura bij een brand om het leven is gekomen, probeert de voogdij te krijgen over het kind dat hij bij zijn stiefdochter heeft verwekt, begint Zonne een proces om dat te verhinderen.;"""psychische-gestoordheid"",""eenzaamheid"",""kunst-en-kunstenaar"",""misdaad"",""ouders-en-kinderen"",""school"",""vrouwenstrijd""";4;;;;;
Een schitterend gebrek;https://media.s-bol.com/J29jAyY1002D/gwyPEr/131x210.jpg;Arthur;Japin;;2003;;239;Een door veel leerlingen hooggewaardeerd boek. In zijn memoires vermeldt Casanova terloops dat Lucia een van de weinige vrouwen is die hij ooit onrecht heeft aangedaan. Maar hoe? Wat is er werkelijk gebeurd? Waarom deed Lucia afstand van haar geluk? Een schitterend gebrek is haar verhaal, het verslag van een uitzonderlijk leven.;"Een schitterend gebrek is een historische roman rondom de figuur van Giacomo Casanova, wereldwijd bekend als vrouwenversierder. In zijn Mémoires vertelt hij kort over een meisje dat hij onrecht aangedaan heeft. Maar wat er werkelijk gebeurd is, wordt niet duidelijk.
Japin heeft van dit historische gegeven een roman gemaakt: hij laat het meisje, Lucia, vertellen wat er tussen haar en Casanova gebeurd is. Lucia en Giacomo ontmoeten elkaar op een feest in een plaats in de omgeving van Venetië. Ze worden meteen hevig verliefd op elkaar en beloven elkaar eeuwige trouw. Maar dan wordt Lucia getroffen door de pokken en raakt ze vreselijk verminkt in haar gezicht. Ze wil zich niet meer vertonen aan Giacomo en vlucht. Jaren later ontmoeten ze elkaar in Amsterdam, zonder dat Casanova haar herkent. En dan ontstaat er opnieuw een opmerkelijke relatie tussen hen.
";;4;;;https://www.volkskrant.nl/cultuur-media/wees-onzichtbaar-van-schrijver-murat-isik-verdient-groter-publiek-en-krijgt-dus-de-nederlandse-boekhandelsprijs~b243f93e/;;
De overgave;https://media.s-bol.com/xGmMPl29l7zB/131x210.jpg;Arthur;Japin;;2007;;353;De overgave is een aangrijpende historische roman over de periode van de botsingen tussen Amerikaanse pioniers die westwaarts trokken op zoek naar ‘levensruimte’ en de indianen die in die gebieden woonden en zich beschouwden als de eigenaar van dat land.;"De overgave is een aangrijpende historische roman over de periode van de botsingen tussen Amerikaanse pioniers die westwaarts trokken op zoek naar ""levensruimte"" en de indianen die in die gebieden woonden en zich beschouwden als de eigenaar van dat land. De hoofdpersoon, een oude vrouw, heeft aan den lijve de gevolgen ervaren van die botsingen, is verkracht en bijna gedood, is kinderen en kleinkinderen kwijtgeraakt en wordt dan geconfronteerd met de leider van de stam die verantwoordelijk is voor haar leed, de man die ze eigenlijk zou moeten haten, maar ook weer niet!";"""oorlog"",""rebellie"",""vrouwenstrijd"",""liefde"",""ouders-en-kinderen"",""ziekte-en-dood"",""eenzaamheid"",""andere-plaatsen-andere-tijden""";4;;;https://www.literairnederland.nl/3197/;;
De zwarte met het witte hart;https://media.s-bol.com/7337yQ8wgZA8/131x210.jpg;Arthur;Japin;;1997;;400;In 1837 worden Kwasi en Kwame, twee Afrikaanse prinsjes, aan koning Willem I geschonken als onderpand voor de illegale slavenhandel van de Nederlandse regering. In Delft worden de zwarte jongens als Hollanders opgevoed. Terwijl Kwasi zich uit alle macht aanpast en een echte Nederlander wil worden, vecht Kwame om zijn Afrikaanse identiteit te behouden.;In 1837 worden Kwasi en Kwame, twee Afrikaanse prinsjes, aan koning Willem I geschonken als onderpand voor de illegale slavenhandel van de Nederlandse regering. In Delft worden de zwarte jongens als Hollanders opgevoed. Terwijl Kwasi zich uit alle macht aanpast en een echte Nederlander wil worden, vecht Kwame om zijn Afrikaanse identiteit te behouden en op een dag te kunnen terugkeren naar zijn volk. Jaren later, aan het begin van de twintigste eeuw, kijkt de bejaarde prins Kwasi Boachi vanaf zijn Javaanse theeplantage terug op hun buitengewone levens. Pas dan ontdekt hij het complot waarmee de Nederlandse regering zijn Indische carrière heeft gedwarsboomd.;;4;;;;;
Charlotte;https://media.s-bol.com/JJJY7j1K6Gl/131x210.jpg;Pia;Jong;;2016;;191;Charlotte is het diep persoonlijke relaas van Pia de Jong over het jaar waarin zij haar pasgeboren, doodzieke dochter koesterde binnen de veilige cocon van haar gezin.;Charlotte is het diep persoonlijke relaas van Pia de Jong over het jaar waarin zij haar pasgeboren, doodzieke dochter koesterde binnen de veilige cocon van haar gezin. Haar werd verteld zich op het ergste voor te bereiden. In plaats daarvan koos zij voor de liefde. Overweldigende liefde.;;3;;;;;
Hokwerda's kind;https://media.s-bol.com/gGoBGD51RK5k/pJMwpX/139x210.jpg;Oek;Jong;de;2002;;444;Een jonge vrouw wordt in haar partnerkeuze sterk beÃ¯nvloed door haar dominante vader.;"In 2002 verscheen Oek de Jongs Hokwerda""s kind, weer een toegankelijke liefdesroman. Het omvangrijke verhaal (ruim 440 bladzijden) beschrijft het leven van Lin Hokwerda. Zij heeft een sterke band met haar vader, maar na de scheiding van haar ouders ziet zij hem niet meer. Ze gaat relaties aan met drie mannen, en vooral de relatie met Henri, een monteur met losse handen, blijkt een gecompliceerde. Na zijn ontrouw verlaat ze hem en gaat een ""rustiger"" relatie aan met Jelmer. Henri blijft echter door haar hoofd spoken. Ze zoekt op een gegeven moment weer contact met haar vader, die ze ook alsmaar niet uit haar gedachten kan bannen. Hoe sterk ze ook kan zijn, in het contact met haar vader en met mannen die op hem lijken, is ze zichzelf niet (of juist wel?!).
Het is geen opwekkend liefdesverhaal, maar wel erg meeslepend geschreven.
";"""liefde"",""op-zoek-naar-je-wortels"",""ouders-en-kinderen""";4;;;;;
Lange dagen;https://media.s-bol.com/j0z6r5x3YWMW/zK4vRpO/132x210.jpg;Pia;Jong;de;2008;;254;"Een meisje moet met haar gezin op ""overlevingsvakantie"" naar het hoge noorden";"Lange dagen is het horrorachtige verhaal van de veertienjarige Eva, wier vader het plan opgevat heeft om met vrouw en twee kinderen naar een gebied te reizen dat nog niet in kaart is gebracht, het hoge noorden van Lapland. Dat plan wordt een obsessie, en de reis een nachtmerrie.
Het boek werd door verschillende recensenten omschreven als een ""droomdebuut"", een meesterwerkje! Lees en huiver!";"""andere-plaatsen-andere-tijden"",""eenzaamheid"",""liefde"",""ouders-en-kinderen""";3;;;;;
De mannen van Raan;https://media.s-bol.com/8Yw6r3x8X8qm/QN2W97/810x1200.jpg;Martine;Jong;de;2015;;206;Een onzekere jongeman ontmoet een wispelturig, maar zeer voortvarend meisje: een bepaald niet probleemloze relatie start.;Per Pennings, programmeur, ietwat autistisch, ietwat mensenschuw, ontmoet Raan en krijgt met haar een stormachtige knipperlichtrelatie. Per komt erachter dat er meer mannen waren (zijn?) in het leven van Raan.;"""eenzaamheid"",""liefde"",""ouders-en-kinderen"",""rebellie""";3;;;;;
Zwarte schuur;https://media.s-bol.com/mxlKw2yNML9/140x210.jpg;Oek;Jong;de;2019;;488;Een succesvol kunstschilder wordt in een groot tijdschriftartikel geconfronteerd met zijn betrokkenheid bij een gruwelijk incident uit zijn jeugd.;"Maris Coppoolse lijkt zijn leven eindelijk op de rails te hebben: succes als kunstschilder, een relatie met een weduwe met twee volwassen kinderen die hem adoreren. Maar dan verschijnt een groot artikel in een tijdschrift dat uitvoerig beschrijft hoe hij in zijn jeugd betrokken was bij een tragisch incident. Dat artikel zet zijn hele bestaan weer op losse schroeven: bestaat er zoiets als ""levenslange schuld""?";"""andere-plaatsen-andere-tijden"",""de-adolescent"",""eenzaamheid"",""kunst-en-kunstenaar"",""liefde"",""misdaad"",""ouders-en-kinderen"",""ziekte-en-dood""";4;;;;;
Opwaaiende zomerjurken;https://media.s-bol.com/gJ5VwMLLxoVj/mQjE0Gr/140x210.jpg;Oek;Jong;de;1979;;285;In drie episoden wordt de groei naar volwassenheid van hoofdpersoon Edo Mesch beschreven, het maakte Opwaaiende zomerjurken hét boek van een generatie.;"In drie episoden wordt de groei naar volwassenheid van hoofdpersoon Edo Mesch beschreven, het maakte Opwaaiende zomerjurken hét boek van een generatie.

In de nazomer van 1979 verscheen Opwaaiende zomerjurken, het romandebuut van de toen bijna zevenentwintigjarige Oek de Jong. Het werd een enorm succes, niet alleen wat de verkoopcijfers betreft, maar ook wat de waardering van critici en publiek aangaat.

De lezers herkenden zoveel van zichzelf in de queeste van hoofdpersoon Edo Mesch dat Opwaaiende zomerjurken gerust hét boek van een generatie genoemd mag worden. Inmiddels is de roman een moderne klassieker en zijn er ruim 200.000 exemplaren van verkocht.";;4;;;;;
Bleekers zomer;https://media.s-bol.com/g154EwDMypG/121x210.jpg;Mensje;Keulen;van;1972;;64;Een burgermannetje zoekt de vrijheid maar kan die niet aan.;"Willem Bleeker is een ongelukkig mens: thuis is het allemaal niet geweldig en als hij op zijn werk op zijn donder krijgt als hij een stommiteit heeft uitgehaald, gaat hij ervandoor, terug naar de plekken en de mensen van zijn jeugd.
Hoe het hem daar vergaat, wordt helder beschreven in deze korte roman.";"""rebellie"",""liefde"",""ouders-en-kinderen"",""eenzaamheid""";2;;;;;
De rode strik;https://media.s-bol.com/7LVWQkMMLRYw/134x210.jpg;Mensje;Keulen;van;1994;;205;Twee kinderen wreken zich op hun stiefvader die hen pest.;"De rode strik gaat over een gezin van een moeder en twee jonge dochters. De moeder wordt verliefd op een man die de meisjes helemaal niet zien zitten. De man doet ook geen enkele moeite om zich bij de toekomstige stiefdochters geliefd te maken. En dan moet moeder naar het ziekenhuis!
Let erop dat het verhaal vanuit het heden wordt verteld, als de hele geschiedenis met de ""beestenman"" al voorbij is.";"""eenzaamheid"",""liefde"",""misdaad"",""ouders-en-kinderen"",""psychische-gestoordheid"",""ziekte-en-dood""";3;;;;;
Het verrotte leven van Floortje Bloem;https://media.s-bol.com/QNEYKB6EYzQ0/oY9DqVA/136x210.jpg;Yvonne;Keuls;;1982;;331;Het verrotte leven van Floortje Bloem van Yvonne Keuls zal niemand onbewogen laten. Een antwoord op de noodkreet van een aan heroïne verslaafd meisje dat bang is in het gekkenhuis terecht te komen.;"Yvonne Keuls wordt negentig jaar en heeft meer dan negentig publicaties op haar naam staan, van toneelstukken en hoorspelen tot literaire televisiebewerkingen en romans. Ze brak midden jaren zeventig door bij het grote publiek met haar ‘sociale romans’, zoals Jan Rap en z’n maat en Het verrotte leven van Floortje Bloem. Veel van haar boeken werden bekroond en zijn uitgegroeid tot klassiekers van de Nederlandse literatuur.

Het verrotte leven van Floortje Bloem van Yvonne Keuls is een antwoord op de noodkreet van een aan heroïne verslaafd meisje dat bang is in het gekkenhuis terecht te komen. Het is een pleidooi voor een klinische opvang van verslaafde minderjarige prostituees. Het verrotte leven van Floortje Bloem zal niemand onbewogen laten.

De hoofdpersonen in de beroemde sociale romans van Yvonne Keuls, waarvan Het verrotte leven van Floortje Bloem er één is, zijn sterke figuren die in een ellendige situatie terecht zijn gekomen.";;2;;;;;
Komt een vrouw bij de dokter;https://media.s-bol.com/qPGj0oM40rp/141x210.jpg;;Kluun;;2003;;317;Een jonge vrouw wier man nogal eens ontrouw is, krijgt borstkanker.;"De titel Komt een vrouw bij de dokter doet aan als het begin van een goedkope grap. Het verhaal heeft zeker ook humoristische kanten maar het is vooral een tragische geschiedenis, over liefde en dood. Je hebt een ""snelle"" baan, een comfortabel leven, een plezierige relatie, een lief dochtertje; je vrijt voor de volgens jou broodnodige afwisseling van tijd tot tijd ""buiten de deur"", kortom, je hebt voor je gevoel je zaakjes aardig op orde. En dan heeft je vrouw ineens een knobbeltje in haar borst. Hoe verwerk je de fysieke aftakeling van je vrouw? Waar je je normaal uit alle probleemsituaties redt met humor en (ander) escapistisch gedrag, moet je nu leren omgaan met iets waarvoor niet te vluchten valt.
De toon en de stijl maken van dit verhaal iets bijzonders.
";"""liefde"",""rebellie"",""ziekte-en-dood"",""familie"",""berust-op-werkelijkheid""";2;;;https://www.volkskrant.nl/cultuur-media/rondneukende-stijn-komt-tot-inkeer~bb206210a/;;
Zomerhuis met zwembad;https://media.s-bol.com/gnzw5pwXpqLl/VAk2ym1/136x210.jpg;Herman;Koch;;2011;;381;Als de dochter van een huisarts aangerand wordt, neemt hij wraak op degene die dat volgens hem gedaan heeft.;"Een huisarts verblijft in de vakantie met zijn vrouw en twee jonge dochters in het vakantiehuis van een patiënt en zijn gezin. De man van dat gezin, een beroemd acteur, is een vrouwenversierder. Als de oudste dochter van de arts op een avond aangerand wordt, zonder dat meteen duidelijk wordt wie de schuldige is, vult de arts in dat de acteur de dader is. En voor een arts zijn er wel mogelijkheden om een schuldige te straffen.
";"""psychische-gestoordheid"",""andere-plaatsen-andere-tijden"",""ouders-en-kinderen"",""humor"",""liefde"",""misdaad"",""ziekte-en-dood""";3;;;;;
Finse dagen;https://media.s-bol.com/gngEpOyY0N8l/133x210.jpg;Herman;Koch;;2020;;288;Autobiofictie': de negentienjarige Herman gaat naar Finland om'¦, ja, waarom eigenlijk? En als hij jaren later weer in dat land komt, zijn er herinneringen, maar ook fantasieÃ«n, over liefde, en ongelukken en dood.;Na de dood van zijn moeder reist Herman naar Finland, blijft daar enkele maanden en keert dan weer terug, maar de herinneringen aan die tijd, mooie en minder mooie, komen naar boven als hij dat land weer bezoekt, en als hij er met zijn vrouw een derde keer rondreist, komen er nog meer, ook schokkende feiten aan het licht.;"""andere-plaatsen-andere-tijden"",""de-adolescent"",""eenzaamheid"",""kunst-en-kunstenaar"",""liefde"",""ouders-en-kinderen"",""rebellie"",""school"",""ziekte-en-dood"",""berust-op-werkelijkheid""";3;;;;;
Red ons, Maria Montanelli;https://media.s-bol.com/N8mo4EZBJzvD/128x210.jpg;Herman;Koch;;1989;;111;Een jongen rebelleert tegen het in zijn ogen slap-sociale schoolsysteem.;"De hoofdpersoon is een kritische leerling. Hij is weggestuurd van het Maria Montanelli-lyceum, omdat hij ""niet in het systeem paste"". Daar is hij het wel mee eens: het systeem van het Montanelli-lyceum vindt hij vreselijk en hij legt in beeldende termen uit waarom het een school is die weggebombardeerd zou moeten worden.
Een agressief verhaal van een (logischerwijze) zwaar gefrustreerde jongen. Geestig maar ook pijnlijk.";"""rebellie"",""liefde"",""school"",""ouders-en-kinderen"",""ziekte-en-dood""";3;;;;;
De greppel;https://media.s-bol.com/RW1EpW5XPKz/137x210.jpg;Herman;Koch;;2016;;320;Een succesvolle burgemeester, ogenschijnlijk heel evenwichtig en verstandig, krijgt te maken met een aantal onverwachte, ingrijpende gebeurtenissen. Zijn reacties daarop maken zijn leven steeds ingewikkelder en onaangenamer.;Robert Walter is de succesvolle en geliefde burgemeester van Amsterdam. Ogenschijnlijk heeft hij zijn leven aardig op de rails. Maar dan lijkt zijn vrouw hem ontrouw te zijn, zijn vader heeft opmerkelijke plannen en er lijkt een schokkende onthulling op komst over iets wat Robert in zijn studententijd zou hebben uitgespookt. Al zijn zekerheden lijken hem te ontvallen, en zijn argwaan én zijn zwijgen lijken tegen hem te gaan werken..;"""andere-plaatsen-andere-tijden"",""eenzaamheid"",""liefde"",""misdaad"",""ouders-en-kinderen"",""ziekte-en-dood"",""familie""";3;;;;;
Het Koninklijk Huis;https://media.s-bol.com/q52xEWWmjj1D/jrrK1v/133x210.jpg;Herman;Koch;;2022;;253;Koning Hendrik heeft problemen, twijfels, over zijn relatie met de knappe koningin Margarita, over de toekomst van hun dochter prinses Vera, over de leegte in zijn leven.;"In dit ´modern koningsdrama´ blijkt het ogenschijnlijk saaie koningspaar Hendrik / Margarita toch een stuk minder saai dan men altijd aannam; en de overige leden van de familie leveren ook boeiende gespreksstof op. Schokkende gebeurtenissen volgen elkaar in hoog tempo op in dit opmerkelijke verhaal.";"eenzaamheid, humor, ""kunst-en-kunstenaar"", ""Liefde"", ""misdaad"", ""Ouders-en-kinderen"", ""Psychische-gestoordheid"", ""ziekte-en-dood"", ""School"", ""Familie""";3;;;;;
Het diner;https://media.s-bol.com/VkB0256nL759/kAYn2v/132x210.jpg;Herman;Koch;;2009;;300;Twee broers met hun echtgenotes komen voor een moeilijke keuze te staan als blijkt dat hun kinderen zich ernstig misdragen hebben.;Het diner is weer een echte Koch: soms heel geestig, en steeds heel scherp. Het verhaal draait om een moreel probleem: hoe ver ga je als ouders om je kind te beschermen als je merkt dat het iets gruwelijks heeft uitgehaald?;"""rebellie"",""liefde"",""familie"",""misdaad""";3;;;;;
Het zwijgen van Maria Zachea;https://media.s-bol.com/R24BogApp3q/134x210.jpg;Judith;Koelemeijer;;2001;;225;Op 30 oktober 2001 presenteert de nog onbekende schrijfster Judith Koelemeijer een boek over haar familie in haar geboortedorp Wormer.;Op 30 oktober 2001 presenteert de nog onbekende schrijfster Judith Koelemeijer een boek over haar familie in haar geboortedorp Wormer. In het dorpscafé houdt Jan Blokker een vlammende lofrede: 'Al lezend heb ik vaak moeten denken aan Montaillou, van de Franse historicus Le Roy Ladurie. [ ] Montaillou in het twintigste-eeuwse Wormer dat krijgen we hier zomaar cadeau, zonder er zes eeuwen op te hebben moeten wachten. Historici van de toekomst zullen hun vingers aflikken bij het rijke materiaal.' In de jaren daarna valt Nederland massaal voor Het zwijgen van Maria Zachea. Het boek wint de ns Publieksprijs, het Gouden Ezelsoor en de Zaanse Cultuurprijs. In tien jaar tijd gaan er 300 000 exemplaren over de toonbank. Het zwijgen van Maria Zachea zette een trend, constateert de Volkskrant: mede door het succes van het boek is de familiegeschiedenis een uiterst populair genre geworden.;;2;;;;;
